paper_id,authors,year,title,venue,venue_type,doi,url,code_repo,dataset_link,peer_reviewed,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,stimulus_type,emotion_model,class_labels,class_balance,data_status,filtering,artifact_removal,baseline_correction,re_referencing,window_length_s,window_overlap,feature_extraction,normalization,preproc_in_cv,feature_type,model_family,adaptation_method,source_selection,target_data_used,target_labels_used,hyperparam_protocol,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,baselines_compared,best_baseline,claimed_sota,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,include_narrative,primary_result,verification_status,source_checked
EEG-0383,Xiangyu Ju; Jianpo Su; Sheng Dai; Xu Wu; Ming Li; Dewen Hu,2025,Domain Adversarial Neural Network With Reliable Pseudo-Labels Iteration for Cross-Subject EEG Emotion Recognition,"Knowledge-Based Systems, 2025",journal,10.1016/j.knosys.2025.113368,https://doi.org/10.1016/j.knosys.2025.113368,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,learned EEG representation from DANN + reliable pseudo-label iteration (exact input features not captured),not verified,unclear,learned deep EEG features,DANN + reliable pseudo-label iteration,adversarial domain adaptation + pseudo-label iteration (transductive),none,yes,no (pseudo-labels),not verified,yes,cross-subject (transductive) + cross-session,not verified,none,not verified,unclear,accuracy,67.42,5.96,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,B (transductive-UDA),"none (transductive, pseudo-labels); SEED 94.45 high-end (flag)",some-concerns,"text L1391: Our method SEED 94.45+-4.50, SEED-IV 81.68+-7.29, DEAP 66.50+-4.35 / 67.42+-5.96 (per-session SEED 94.45/91.33/93.95)","cross-subject SEED 94.45/4.50 high-end (session-1/Table-3 cell; cross-session avg ~93.2) -> meta with flag; SEED-IV 81.68/7.29, DEAP-V 66.50/4.35, DEAP-A 67.42/5.96 honest",yes,yes,no,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0385,Yun Lu; Mingjiang Wang; Wanqing Wu; Yufei Han; Qiquan Zhang; Shixiong Chen,2020,Dynamic Entropy-Based Pattern Learning to Identify Emotions From EEG Signals Across Individuals,"Measurement, 2020",journal,10.1016/j.measurement.2019.107003,https://doi.org/10.1016/j.measurement.2019.107003,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,dynamic entropy / entropy-based EEG features (exact parameters not captured),not verified,unclear,dynamic entropy (18 linear+nonlinear),dynamic entropy (DySampEns) pattern learning + SVM,none,none,no,no,not verified,yes,"leave-one-subject-out (LOSO), SVM",not verified,none,not verified,unclear,accuracy,83.33,10.16,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,"A (inductive LOSO, no target)",none (LOSO),some-concerns,text: SEED SVM LOSO 18-feature concatenation 83.33+-10.16; DySampEns alone 64.15+-10.71; single DE 60.93+-13.95,SEED LOSO 18-feature dynamic-entropy concatenation 83.33/10.16 = primary (honest); DySampEns-only 64.15/10.71 noted -> meta uses 83.33/10.16,yes,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0386,Kaiwei Shen; Qingshan She; Xiaoli Yang; Yunyuan Gao; Yingle Fan,2025,Dynamic Sparse Directed Graph Convolutional Network With Attention Mechanisms for EEG Emotion Recognition (DSDirGCN-AM),"Neurocomputing, 2025",journal,10.1016/j.neucom.2025.131749,https://doi.org/10.1016/j.neucom.2025.131749,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by dynamic sparse directed GCN + attention (DSDirGCN-AM) (input feature details not captured),not verified,unclear,graph/deep spatial features,dynamic sparse directed GCN + attention (DSDirGCN-AM),none,none,no,no,not verified,yes,leave-one-subject-out (LOSO) + cross-session,not verified,none,not verified,unclear,accuracy,93.19,3.41,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,"A (inductive LOSO, no target)",none (LOSO); SEED 93.19 high-end (flag),some-concerns,text L564: LOSO SEED (DE feature) 93.19+-3.41; SEED-IV value not cleanly extracted (cross-session also reported),SEED LOSO 93.19/3.41 high-end (flag) -> meta; SEED-IV cell pending PDF-verify,yes,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0387,Wei Chang; Lijun Xu; Qing Yang; Yiming Ma,2023,EEG Signal-Driven Human-Computer Interaction Emotion Recognition Model Using an Attentional Mechanism,"Journal of Mechanics in Medicine and Biology, 2023",journal,10.1142/S0219519423400808,https://doi.org/10.1142/S0219519423400808,none found,NA,yes,SEED / SEED-IV,varies,unclear,varies,varies,not verified,discrete,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,attention/transformer EEG representation learned by attentional HCI emotion model (input feature details not captured),not verified,unclear,learned attention/transformer features,attentional HCI emotion model,calibration-based,none,yes,unclear,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,pending PDF-verify,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none stated,some-concerns,text: cross-subject method; proposed cross-subject SD/cell not cleanly isolated,PARTIAL - pending visual PDF-table verify; OA watermark body not extractable; calibration-based; cross-subject accuracy/SD pending PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0388,Shuaiqi Liu; Zeyao Wang; Yanling An; Jie Zhao; Yingying Zhao; Yu-Dong Zhang,2023,EEG Emotion Recognition Based on the Attention Mechanism and Pre-Trained Convolution Capsule Network,"Knowledge-Based Systems, 2023",journal,10.1016/j.knosys.2023.110372,https://doi.org/10.1016/j.knosys.2023.110372,none found,NA,yes,DEAP / SEED,varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,self-supervised or contrastive EEG representation learned by attention + pretrained convolution capsule network (input feature details not captured),not verified,unclear,learned self-supervised/contrastive features,attention + pretrained convolution capsule network,none,none,no,no,not verified,no (10-fold subject-dependent),10-fold CV (subject-dependent),not verified,none,not verified,unclear,accuracy,subject-dependent 10-fold (not poolable),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,subject-dependent (out-of-scope for cross-subject meta),subject-dependent 10-fold (not cross-subject),some-concerns,PROTO: 10-fold subject-dependent CV; not cross-subject generalization,"10-fold subject-dependent -> narrative only, not poolable",no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0389,Raveendrababu Vempati; Lakhan Dev Sharma,2023,EEG Rhythm Based Emotion Recognition Using Multivariate Decomposition (mvFIF) and Ensemble Machine Learning Classifiers,"Journal of Neuroscience Methods, 2023",journal,10.1016/j.jneumeth.2023.109879,https://doi.org/10.1016/j.jneumeth.2023.109879,none found,NA,yes,DREAMER / own (6-emotion),varies,unclear,varies,varies,not verified,dimensional+discrete,V/A + calm/satisfaction/horror/funny,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,spectral-band / PSD EEG features (exact bands or estimator not captured),not verified,unclear,spectral/PSD features,mvFIF decomposition + subspace KNN ensemble,none,none,no,no,not verified,claimed LOSOCV (near-ceiling),LOSOCV claimed (per-rhythm) -- but 10-fold also used,not verified,none,not verified,unclear,accuracy,"98.8 (gamma valence, near-ceiling)",not reported,not reported,unclear,not verified,not verified,not verified,yes,best (near-ceiling),ambiguous (claimed LOSOCV but 98-99% near-ceiling),LEAKAGE SUSPECT: subspace-KNN 98.8/96.9/94.7/99.8/99.8/99.5 (gamma) under claimed LOSOCV implausible -> likely window/trial leakage,high,text L771/L1898: SS-KNN per-rhythm 98.8-99.8% on valence/arousal/calm/satisfaction/horror/funny under claimed LOSOCV -> near-ceiling leakage,"98-99% near-ceiling under claimed LOSOCV -> leakage exhibit, narrative only, excluded from meta",no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0390,Hyo Jin Jon; Longbin Jin; Hyuntaek Jung; Hyunseo Kim; Eun Yi Kim,2025,EEG-RegNet: Regressive Emotion Recognition in Continuous VAD Space Using EEG Signals,"Mathematics, 2025, 13(1):87",journal,10.3390/math13010087,https://doi.org/10.3390/math13010087,none found,NA,yes,varies,varies,unclear,varies,varies,not verified,dimensional (VAD regression),continuous,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"domain-aligned or transfer-learned EEG representation learned by regression network (EEG-RegNet, continuous VAD) (exact signal features not captured)",not verified,unclear,domain-adaptation/transfer-learned features,"regression network (EEG-RegNet, continuous VAD)",fine-tuning,none,unclear,unclear,not verified,unclear,regression (continuous VAD),not verified,none,not verified,unclear,regression (CCC/RMSE),regression (not classification accuracy),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,regression (not classification accuracy; not poolable),none stated,some-concerns,PROTO: continuous VAD-space regression with fine-tuning; not a cross-subject classification accuracy,regression (continuous VAD) -> not poolable as accuracy -> narrative,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0391,Wei Chen; Yuan Liao; Rui Dai; Yuanlin Dong; Liya Huang,2024,EEG-Based Emotion Recognition Using Graph Convolutional Neural Network With Dual Attention Mechanism,"Frontiers in Computational Neuroscience, 2024",journal,10.3389/fncom.2024.1416494,https://doi.org/10.3389/fncom.2024.1416494,none found,NA,yes,SEED / SEED-IV,varies,unclear,varies,varies,not verified,discrete,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by GCN + dual attention (input feature details not captured),not verified,unclear,graph/deep spatial features,GCN + dual attention,none stated,none,yes,unclear,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,pending PDF-verify,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A/B (LOSO mix),none stated,some-concerns,text: cross-subject method; proposed cross-subject SD/cell not cleanly isolated,PARTIAL - pending visual PDF-table verify; Frontiers Comput Neurosci 2024; body extract watermark-only; LOSO + subject-dependent + semi-supervised mix; cells pending PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0392,not verified,2022,EEG-Based Emotion Recognition With Feature Fusion Networks,Int. J. Machine Learning and Cybernetics,journal,10.1007/s13042-021-01414-5,https://doi.org/10.1007/s13042-021-01414-5,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,handcrafted/statistical EEG features or selected feature set (exact feature list not captured),not verified,unclear,handcrafted/statistical features,feature fusion network + SVM,none,none,no,no,not verified,yes,leave-one-subject-out (LOSO),not verified,none,not verified,unclear,accuracy,80.52,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,"A (inductive LOSO, no target)",none (LOSO),some-concerns,abstract L20-21: DEAP LOSO valence 80.52 / arousal 75.22; no SD reported,DEAP LOSO valence 80.52 / arousal 75.22 (no SD) -> narrative; valence 80.52 somewhat high for DEAP cross-subject,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0392,not verified,2022,EEG-Based Emotion Recognition With Feature Fusion Networks,Int. J. Machine Learning and Cybernetics,journal,10.1007/s13042-021-01414-5,https://doi.org/10.1007/s13042-021-01414-5,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,handcrafted/statistical EEG features or selected feature set (exact feature list not captured),not verified,unclear,handcrafted/statistical features,feature fusion network + SVM,none,none,no,no,not verified,yes,leave-one-subject-out (LOSO),not verified,none,not verified,unclear,accuracy,75.22,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,"A (inductive LOSO, no target)",none (LOSO),some-concerns,abstract L20-21: DEAP LOSO valence 80.52 / arousal 75.22; no SD reported,DEAP LOSO valence 80.52 / arousal 75.22 (no SD) -> narrative; valence 80.52 somewhat high for DEAP cross-subject,no,yes,no,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 29)
EEG-0393,Feiyu Jiang; Nisuo Du; Minghao Yu; Qing He,2025,EmoDNCL+: Dual-Stream Negative-Sample-Free Contrastive Learning With Neurophysiological Alignment for EEG Emotion Recognition,"Journal of King Saud University - Computer and Information Sciences, 2025",journal,10.1007/s44443-025-00411-w,https://doi.org/10.1007/s44443-025-00411-w,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by dual-stream negative-sample-free contrastive learning (EmoDNCL+) (input feature details not captured),not verified,unclear,graph/deep spatial features,dual-stream negative-sample-free contrastive learning (EmoDNCL+),contrastive (self-supervised); cross-subject LOSO,none,no,no,not verified,yes,leave-one-subject-out (LOSO),not verified,none,not verified,unclear,accuracy,93.6,4.29,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,"A (inductive LOSO, no target)",none (LOSO); SEED 93.60 high-end (flag),some-concerns,"text L577/L579 (last col=ours): LOSO SEED 93.60+-4.29, SEED-IV 79.32+-5.12; 50%-data SEED 91.88, SEED-IV 74.87","LOSO SEED 93.60/4.29 high-end (flag), SEED-IV 79.32/5.12 -> meta",yes,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0393,Feiyu Jiang; Nisuo Du; Minghao Yu; Qing He,2025,EmoDNCL+: Dual-Stream Negative-Sample-Free Contrastive Learning With Neurophysiological Alignment for EEG Emotion Recognition,"Journal of King Saud University - Computer and Information Sciences, 2025",journal,10.1007/s44443-025-00411-w,https://doi.org/10.1007/s44443-025-00411-w,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by dual-stream negative-sample-free contrastive learning (EmoDNCL+) (input feature details not captured),not verified,unclear,graph/deep spatial features,dual-stream negative-sample-free contrastive learning (EmoDNCL+),contrastive (self-supervised); cross-subject LOSO,none,no,no,not verified,yes,leave-one-subject-out (LOSO),not verified,none,not verified,unclear,accuracy,79.32,5.12,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,"A (inductive LOSO, no target)",none (LOSO); SEED 93.60 high-end (flag),some-concerns,"text L577/L579 (last col=ours): LOSO SEED 93.60+-4.29, SEED-IV 79.32+-5.12; 50%-data SEED 91.88, SEED-IV 74.87","LOSO SEED 93.60/4.29 high-end (flag), SEED-IV 79.32/5.12 -> meta",yes,yes,no,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0394,Sara Bagherzadeh; Keivan Maghooli; Ahmad Shalbaf; Arash Maghsoudi,2022,Emotion Recognition Using Continuous Wavelet Transform and Ensemble of Convolutional Neural Networks,"Frontiers in Biomedical Technologies, 2022",journal,10.18502/fbt.v10i1.11512,https://doi.org/10.18502/fbt.v10i1.11512,none found,NA,yes,multimodal (EEG+other),varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,continuous wavelet transform + ensemble CNN,none,none,no,no,not verified,unclear,multimodal,not verified,none,not verified,unclear,accuracy,multimodal (not EEG-only),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,MULTIMODAL (excluded from EEG-only meta),multimodal (EEG+other),some-concerns,PROTO: multimodal (EEG+other); excluded from EEG-only meta,multimodal -> narrative only; fine-tune; multimodal context,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0395,S. R. Ashokkumar; S. Anupallavi; G. MohanBabu; M. Premkumar; V. Jeevanantham,2021,Emotion Identification by Dynamic Entropy and Ensemble Learning From Electroencephalogram Signals,"International Journal of Imaging Systems and Technology, 2021",journal,10.1002/ima.22670,https://doi.org/10.1002/ima.22670,none found,NA,yes,SEED / SEED-IV,varies,unclear,varies,varies,not verified,discrete,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,dynamic entropy / entropy-based EEG features (exact parameters not captured),not verified,unclear,handcrafted-DE/entropy,dynamic entropy + ensemble learning,none stated,none,yes,unclear,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,pending PDF-verify,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A/subject-dep (unclear),none stated,some-concerns,text: cross-subject method; proposed aggregate mean/SD not cleanly isolated (garbled/merged table),PARTIAL - pending visual PDF-table verify; Int.J.Imaging-Systems; protocol + cross-subject accuracy/SD not isolated; PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0396,He Sun; Hailing Wang; Raofen Wang; Yufei Gao,2025,Emotion Recognition Based on EEG Source Signals and Dynamic Brain Function Network,"Journal of Neuroscience Methods, 2025",journal,10.1016/j.jneumeth.2024.110358,https://doi.org/10.1016/j.jneumeth.2024.110358,none found,NA,yes,SEED / DEAP,varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,functional-connectivity / brain-network EEG features (metric/window details not captured),not verified,unclear,connectivity/brain-network features,EEG source reconstruction + dynamic brain functional network,none,none,no,no,not verified,no (subject-dependent),subject-dependent,not verified,none,not verified,unclear,accuracy,subject-dependent (not poolable),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,subject-dependent (out-of-scope for cross-subject meta),subject-dependent + multimodal context,some-concerns,PROTO: subject-dependent source-space functional network; not cross-subject,subject-dependent -> narrative only,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0397,Rongxuan Cui; Wanzhong Chen; Mingyang Li,2024,Emotion Recognition Using Cross-Modal Attention From EEG and Facial Expression,"Knowledge-Based Systems, 2024",journal,10.1016/j.knosys.2024.112587,https://doi.org/10.1016/j.knosys.2024.112587,none found,NA,yes,multimodal (EEG+facial),varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,cross-modal attention (EEG + facial),none,none,no,no,not verified,unclear,multimodal,not verified,none,not verified,unclear,accuracy,multimodal (not EEG-only),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,MULTIMODAL (excluded from EEG-only meta),multimodal (EEG+facial),some-concerns,PROTO: multimodal (EEG+facial); excluded from EEG-only meta,multimodal -> narrative only; LOSO + ten-fold reported; multimodal EEG+facial,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0398,"Liu, Chao, et al. (R2G-STLT)",2024,Emotion Recognition Using Hierarchical Spatial-Temporal Learning Transformer From Regional to Global (R2G-STLT),Neural Networks,journal,10.1016/j.neunet.2024.106624,https://doi.org/10.1016/j.neunet.2024.106624,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,attention/transformer EEG representation learned by regional-to-global spatial-temporal transformer (R2G-STLT) (input feature details not captured),not verified,unclear,learned attention/transformer features,regional-to-global spatial-temporal transformer (R2G-STLT),none,none,no,no,not verified,yes,leave-one-subject-out (LOSO),not verified,none,not verified,unclear,accuracy,86.22,6.52,not reported,unclear,mean+-SD,not verified,not verified,yes,subject-independent (leakage-suspect-high),"A (inductive LOSO, no target)",LEAKAGE SUSPECT for DEAP: subject-independent DEAP valence 86.22 / arousal 80.26 well above realistic DEAP cross-subject (~65),high,"text L364/L366 (Ours last col): subject-independent DEAP-V 86.22+-6.52, DEAP-A 80.26+-7.03; SEED/SEED-IV rows present but dataset-row mapping ambiguous in extract",DEAP subject-independent 86.22/80.26 leakage-suspect-high -> narrative (not pooled); SEED/SEED-IV cells row-map ambiguous -> PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0398,"Liu, Chao, et al. (R2G-STLT)",2024,Emotion Recognition Using Hierarchical Spatial-Temporal Learning Transformer From Regional to Global (R2G-STLT),Neural Networks,journal,10.1016/j.neunet.2024.106624,https://doi.org/10.1016/j.neunet.2024.106624,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,attention/transformer EEG representation learned by regional-to-global spatial-temporal transformer (R2G-STLT) (input feature details not captured),not verified,unclear,learned attention/transformer features,regional-to-global spatial-temporal transformer (R2G-STLT),none,none,no,no,not verified,yes,leave-one-subject-out (LOSO),not verified,none,not verified,unclear,accuracy,80.26,7.03,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,"A (inductive LOSO, no target)",LEAKAGE SUSPECT for DEAP: subject-independent DEAP valence 86.22 / arousal 80.26 well above realistic DEAP cross-subject (~65),high,"text L364/L366 (Ours last col): subject-independent DEAP-V 86.22+-6.52, DEAP-A 80.26+-7.03; SEED/SEED-IV rows present but dataset-row mapping ambiguous in extract",DEAP subject-independent 86.22/80.26 leakage-suspect-high -> narrative (not pooled); SEED/SEED-IV cells row-map ambiguous -> PDF-verify,no,yes,no,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0399,Zhongjie Li; Gaoyan Zhang; Longbiao Wang; Jianguo Wei; Jianwu Dang,2023,Emotion Recognition Using Spatial-Temporal EEG Features Through Convolutional Graph Attention Network,"Journal of Neural Engineering, 2023",journal,10.1088/1741-2552/acb79e,https://doi.org/10.1088/1741-2552/acb79e,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by spatial-temporal convolutional graph attention network (input feature details not captured),not verified,unclear,graph/deep spatial features,spatial-temporal convolutional graph attention network,none,none,no,no,not verified,yes,subject-independent (SEED) + subject-dependent,not verified,none,not verified,unclear,accuracy,94.83,3.41,not reported,unclear,mean+-SD,not verified,not verified,yes,subject-independent (high-end leakage-suspect),"A (inductive, no target)",LEAKAGE SUSPECT: SEED subject-independent 94.83+-3.41 far above honest SEED cross-subject (~85) -> likely preproc/window leakage,high,"text L81-87: SEED subject-dependent 99.11+-0.83, SEED subject-INDEPENDENT 94.83+-3.41; DEAP subject-independent value separate (not isolated)",SEED subject-independent 94.83/3.41 high+tight -> leakage-suspect; included in meta with PROMINENT high-end flag (sensitivity-analysis candidate); subject-dep 99.11 not pooled,yes,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0400,Ruiding Li; Yunsheng Wang; Kaiyu Gan; Jianhua Zhang; Zhong Yin,2026,Estimating Dynamical Affective State via Domain-to-Modality Level Feature Integration From EEG and Peripheral Signals,"Knowledge-Based Systems, 2026",journal,10.1016/j.knosys.2026.115551,https://doi.org/10.1016/j.knosys.2026.115551,none found,NA,yes,multimodal (EEG+peripheral),varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,domain-to-modality feature integration (federated),none,none,no,no,not verified,unclear,multimodal,not verified,none,not verified,unclear,accuracy,multimodal (not EEG-only),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,MULTIMODAL (excluded from EEG-only meta),multimodal (EEG+peripheral),some-concerns,PROTO: multimodal (EEG+peripheral); excluded from EEG-only meta,multimodal -> narrative only; federated multimodal EEG+peripheral,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0401,Sheoran & Valderrama,2025,Evaluating Cultural Impact on Subject-Independent EEG-Based Emotion Recognition Approaches,Informatics in Medicine Unlocked,journal,10.1016/j.imu.2025.101728,https://doi.org/10.1016/j.imu.2025.101728,none found,NA,yes,SEED / DEAP (cross-dataset),varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,differential entropy (DE) or entropy EEG features (band/window details not captured),not verified,unclear,handcrafted-DE/entropy,energy/entropy features + classical ML (cultural comparison),cross-dataset (cultural) evaluation,none,no,no,not verified,yes,subject-independent + cross-dataset (cultural),not verified,none,not verified,unclear,accuracy,cross-dataset (numbers pending PDF-verify),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,E (cross-dataset) / narrative,none (cross-dataset honest); multimodal context,some-concerns,PROTO: subject-independent + cross-dataset cultural-impact analysis; supports dataset-heterogeneity/generalization-gap thesis; numeric accuracies pending PDF-verify,cross-dataset cultural-impact study (valuable narrative on heterogeneity); per-condition accuracies pending PDF-verify -> narrative,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0403,Wenhui Guo; Yaxuan Li; Mengxue Liu; Rui Ma; Yanjiang Wang,2024,Functional Connectivity-Enhanced Feature-Grouped Attention Network for Cross-Subject EEG Emotion Recognition,"Knowledge-Based Systems, 2024",journal,10.1016/j.knosys.2023.111199,https://doi.org/10.1016/j.knosys.2023.111199,none found,NA,yes,SEED / SEED-IV,varies,unclear,varies,varies,not verified,discrete,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,functional-connectivity / brain-network EEG features (metric/window details not captured),not verified,unclear,connectivity/brain-network features,functional-connectivity feature-grouped attention network,none stated (FC features),none,yes,unclear,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,pending PDF-verify,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A/B (LOSO + cross-session),none stated,some-concerns,text: cross-subject method; proposed aggregate mean/SD not cleanly isolated (garbled/merged table),PARTIAL - pending visual PDF-table verify; LOSO + cross-session; proposed mean/SD not surfaced in extract; PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 30)
